作品名,创作类型,题材,年份,别名,event_id,年谱原文片段(供查找用)
黄宾虹十事考·贞社时代,题跋,其他,1912,黄宾虹十事考·贞社时代; 神州国光集; 中国名画集; 新艺术的震撼; 神州,,
陶雅,著述,其他,1912,陶雅; 寂园志; 瓷雅,evt_00755,陈浏（亮伯 ） 南京浦口人  住上海梅福里  著《陶雅》，前清总理衙门章京，官席□运司，（字序不清）《寂园志》《瓷雅》  又黄公度日本图经中稍及漆器
竹西芳径,作画,山水,1912,竹西芳径; 文艺消息; 秋夜; 马（码）头夜泊; 大人有梦,,
赠黄滨虹拟请治印,篆刻,篆刻,1912,赠黄滨虹拟请治印; 寒隐,evt_00792,高燮《赠黄滨虹拟请治印》：“人生何者足可耻，穷年读书不识字。邕、冰已远书契湮，旧籍往往混真伪。是谁博考鉴别精，字体源流知所自。因之上溯秦汉遥，典坟邱索得穷治。择古既厚方奏刀，刻划一一具深思。至诚凝固腠理微，承蜩解牛本一致。黄子静者我所师，郑虔三绝人共知。图成《寒隐》昔见赠，明窗相对若为移。旁及摹印尤入妙，扁篆刻蟠神螭。抱残守缺不求赏，落落独挹孤芳姿。徘徊抚鉴有余味，古清郁结念在兹。或言玩物足丧志，腐儒见解真堪嗤。我亦粗知事书史，故纸堆中闷欲死。望古沈沈浩劫灰，捜残蠹简皆无是。聿稽文字创造初，差见微言与奥旨。可知古义一线传，金石之中有鸿秘。遗闻万古蕴不宣，寥落封四千祀。当世能人识字人，眼中我见滨
泰岱图,作画,其他,1912,泰岱图,evt_00797,5月15日《神州日报》创刊五周年纪念，撰时评并作《泰岱图》以贺之。
徐园金石书画共览会第二日纪事,作画,山水,1912,徐园金石书画共览会第二日纪事; 独树图; 墨池风雨; 春郊渡牛图; 兰花,,
中华名胜图说序,题跋,其他,1912,中华名胜图说序; 吴衡之译某女士画谱序; 岫庐八十自述; 第一回中国年鉴,evt_00817,存考：吴衡之（1871—？），名权，又字秉钧，号香山老衲，广东香山人。据黄宾虹《中华名胜图说序》（即《吴衡之译某女士画谱序》）云：“老友衡之先生，学贯天人，艺通中外，娴习蟹行之字，覃精象数之书。遂尔旷览九州，旁研六法，抚琴动操，侪宗炳之雅怀，扬葩飞文，属陈思之绮采。乃索吾县唐吉生君之母吴太夫人所绘中华名胜画十余幅，次第诠释，区别源流，辨南北之宗风，李、王轨异，联东西之学派，欧亚沟通，将使翰墨流传，丹青炳曜。”十九世纪末，吴氏在沪掌惜余英文学塾，注重商务英文的教育。1902年年方14岁的同乡王云五入该学塾夜校习英文。王云五在其《岫庐八十自述》中有下列记述：“关于读英文的情形，我所入的夜校校长兼惟
频虹集古玺印存,篆刻,其他,1912,频虹集古玺印存,evt_00818,春夏之际，《频虹集古玺印存》五卷本辑成，赠诸同好知己。
文艺批评·滨虹印谱,篆刻,篆刻,1912,文艺批评·滨虹印谱,evt_00819,《文艺批评·滨虹印谱》：“滨虹印谱五册，南社社友黄君朴存辑。朴存善篆刻，好收藏，人类能道之。此谱为其所藏官私印，且为君手拓，尤可宝也。记者昔与黄君同事，每寒夜如年，一灯如豆，人熟睡，君独拓印不少辍。此册实其精神之所寄也，宜乎其可珍也。”（7月23日太平洋报）
滨虹草堂藏古玺印铭并叙,篆刻,篆刻,1912,滨虹草堂藏古玺印铭并叙; 南社丛刻,,
画学篇,题跋,山水,1913,画学篇,evt_00877,张谷雏跋《画学篇》：“忆昔癸丑岁，秋之八月，高先生剑父邀予同往景德镇，过春申，在邓氏风雨楼中与黄丈把晤，得闻緖论。斯时余未有意画道，匆匆之际，奔走遑遑。殆戊辰岁，余往匡庐山居两载，朝夕流盼山光云影，以古人笔墨之法，撮取自然景物，得草稿百十纸，及扺沪上，请益于黄丈。当时王秋斋、宣古愚在座，黄丈笑曰：‘师古人而贯通造化之机，吾当与子并驾而游于艺。’古愚谓予与黄丈洵为同道，不以艺治生，以艺为寄兴。”(原件，钱学文医师藏)
黄宾虹十事考·居沪前后的上海画坛,题跋,其他,1913,黄宾虹十事考·居沪前后的上海画坛; 荣宝斋; 收藏中国名画序; 中华名画·史德匿藏品影本; 中国美术目录,evt_00881,存考：拙文《黄宾虹十事考·居沪前后的上海画坛》，已涉及此类展览会，以及在沪收藏中国古画的西方人士，涉及黄宾虹与傅雷书中所记述（《荣宝斋》2002年3月—7月第2—4期连载）的关于“塞尔维亚商人”的故事，然而要对黄宾虹与他们交往的确切时间加以定位，就倍感困难了。以黄宾虹治学取向与所创办贞社之宗旨，以及已经露出水面的他们之间的往来线索决不能排除他前往观览并与他们交往的可能。黄宾虹1943年给傅雷信中说：“二十年前，愚公（宣哲）曾约鄙人至黄浦滩一某俱乐部，以门券每张已二三十元，皆为欧人私家收藏。研究处前到者有土山湾天主堂牧师张渔山，为熟人，向研求中画，云今有塞尔维亚之商人得一宋画册，全球视为至宝，可
介绍新书,出版,其他,1914,介绍新书,evt_00893,《介绍新书》：“翁常熟相国松禅老人，功名德业久已倾动海内，生平所为诗古文词，卓然大雅，惜为书画名所掩，传世甚罕。今相国侄孙永孙诸君出其辑校诗文共凡六卷，醵资付印，现已出版，有愿先睹为快者，海上各书坊均有寄售。（虹）”（1月8日神州日报）
岱宗游迹,题跋,其他,1914,岱宗游迹,evt_00898,自跋《岱宗游迹》图卷：“哲夫社兄将之齐鲁，道出沪上，余写斯图，为壮行色。滨虹黄朴存。”
冲雪访碑图,作画,其他,1914,冲雪访碑图,evt_00900,1月25日除夕，偕蔡哲夫同访华泾刘三，同醉黄叶楼。作《冲雪访碑图》赠蔡氏。
分湖吊梦图,作画,其他,1914,分湖吊梦图,evt_00908,春，为叶楚伧作《分湖吊梦图》。
古玩交易中的艺术理想——黄宾虹、吴昌硕与〈中华名画·史德匿藏品影本〉始末考略,著述,其他,1914,古玩交易中的艺术理想——黄宾虹、吴昌硕与〈中华名画·史德匿藏品影本〉始末考略; 中华名画——史德匿藏品影本; 影本; 影本,evt_00929,洪再新《古玩交易中的艺术理想——黄宾虹、吴昌硕与〈中华名画·史德匿藏品影本〉始末考略》：“1913年7月间，旅沪的外国古玩商史德匿将其收藏的百余件中国古画和盘转卖给瑞典的著名艺术收藏家法赫拉乌斯。与此同时，史德匿着手编辑一部彩色图录，聘请上海的中外文化艺术名流撰文作序并翻译，精印成汉英合璧《中华名画——史德匿藏品影本》（以下简称为《影本》），在第二年7月正式向国内外读书界推出。当时《申报》、《时报》、《神州日报》等连登广告，称之为‘二十世纪新发明’。英文《字林西报》除广告外，专门发表书评，称此藏品‘可能为最后一批离开中国本土的古代艺术精品真迹’，《神州日报》的社论声称这‘将使西方画系中开一新纪
影本,著述,人物,1914,影本; 自序; 影本; 目录; 影本,evt_00930,又：“翻开外国冒险家在上海的发迹史，‘洋人古玩商’史德匿的名字是极富象征性的。他的E. A. Strehlneek音译，其中文字义就十分令人玩味。一个‘匿’字，里面包含多少说不清、道不明的生意经。……史德匿的诡秘，从其不同的国籍传闻，可见一斑。大概说来，他要根据不同的社会场合而定。如‘英国人’、‘德国人’，多在塑造其‘绅士’形象；而‘拉托维亚人’、‘塞尔维亚人’，则指代其‘掮客’身份。比国籍更众说不一的还有史德匿的履历。……从《影本》史氏《自序》等材料来看，其经营的重点略有不同。据称1914年时他来华已廿余年，除《影本》外……1929年于东京美术印刷社刊行的史德匿中国艺术古玩行(Strehln
南社丛刻,题跋,山水,1914,南社丛刻; 南社丛刻; 影本; 影本; 影本,,
新画法序,著述,山水,1914,新画法序; 新画法,evt_00936,《新画法序》：“古今学者，事贵善因，亦贵善变。《易》曰：‘变则通，通则久。’东瀛画法传自中土。初摹唐宋院体，后分数家，有土佐家、雪舟家、狩野家，皆为有声艺林，得缋事不传之秘。中国古来名人，唐多居蜀，宋多居汴，至于元明，尤以江浙称盛。然其江湖林壑，物囿见闻，钩斫渲淡，宗分南北，可于善因者深明所守，而善变者会观其通也。今者西学东渐，中华文艺，因亦远输欧亚，为其邦人所研几，唐宋古画，益见宝贵。茫茫世宙，艺术变通，当有非域所可限者。陈君树人，学贯中西，兼精缋事，著《新画法》，梓而行之，诚盛举也。然仆窃有进焉。尝稽世界图画，其历史所载，为因为变，不知凡几迁移。画法常新，而尤不废旧。西人有言：历史者，反复
莲藕图序,著述,其他,1914,莲藕图序,evt_00937,为内兄洪秋潭撰《莲藕图序》。
近游图,作画,其他,1914,近游图,evt_00938,秋，为胡蕴（石予）作《近游图》。
汉印菁华,篆刻,篆刻,1914,汉印菁华,evt_00952,黄宾虹题《汉印菁华》：“自来藏□□之多者，向称新安汪讱弇，粤中潘毅□□□□□□□□□□，陈簠老筑□印楼，搜罗奇古，实出其右。余获讱弇所藏印颇□□□□观潘氏看篆楼印谱，集汉铜印，不减讱弇。潍县郭君南来，持其邑人田□颿□拓簠斋所藏印，益以当时士夫之获，凡二十四巨册，心诧艳之，而□□所藏周□□大玺皆在焉。甲寅冬日，茗柯先生游沪上，携古金石，□□□□暇，出何瑗玉手拓印谱眎余，展玩再四，是知其获潘、陈两氏之盛而荟萃□□者藏印，其散□于武林许氏与桐城马氏，且数千钮。今又□□捡行箧中拓所有讱葊（去草头）旧印奉呈□存，俾□□坿于□□□□□□，因题数语归之。古歙黄朴存。”（黄大德先生提供。字迹残破）
祭后山图,作画,其他,1915,祭后山图; 后山诗意图册,evt_00961,春夏间，应黄节函请，为绘《祭后山图》和《后山诗意图册》。
蒹葭楼诗,作画,其他,1915,蒹葭楼诗; 十二月二十九日集法源寺为后山逝日设祭; 大至阁诗; 后山逝日设祭法源寺，余以事未赴，因赋; 祭后山图,evt_00962,裘谱：“黄节为纪念宋诗人陈师道，函请先生绘图。信中说：‘去年腊冬，都下名流，集法源寺，为后山逝日设祭。僧堂深邃，颇饶松竹，既各为诗缮册，欲乞公制一图，以志斯事。’《蒹葭楼诗》上年（按：阳历即本年2月12日）有《十二月二十九日集法源寺为后山逝日设祭》七律一首：‘谡谡长松绕佛坛，致斋为位讵无端？愿兹一往相从意，益叹于今后死难。贤达同时天独啬，士夫明耻国犹安。流光已绝熙丰世，诗卷凭谁共岁寒？’诸宗元《大至阁诗》有五言古诗一章记其事。陈衡恪当日未至，事后有《后山逝日设祭法源寺，余以事未赴，因赋》五古一章，追记其事。先生于7月初即以所绘图寄黄节。黄节于7月5日复信，说：‘朴存先生：奉还劄，并赐绘事……《
三子游草,题跋,其他,1915,三子游草; 武林旧游草,evt_00964,夏，高燮与柳亚子、姚光携眷同游西湖，各有吟咏，归合刊为《三子游草》，应高燮之请，为其《武林旧游草》题耑，并绘图题诗赠之。
分湖归隐图,作画,其他,1915,分湖归隐图,evt_00970,为柳亚子作《分湖归隐图》。
分湖归隐图书后,著述,山水,1915,分湖归隐图书后; 万里浪游图; 分湖归隐记,evt_00971,《分湖归隐图书后》：“凿池蓄水鱼千里，叠石为峰蚁百盘。肯信有人行汗漫，云山无际海波寒。此灵芬山馆题《万里浪游图》句也。亚庐先生自撰《分湖归隐记》，飘零湖海，与郭灵芬同有身世之感。仆亦羁旅人，游踪萍梗，遥望故山，因写斯图，不禁为之累欷已。滨虹黄朴存。”
雷母陈夫人诔,著述,其他,1915,雷母陈夫人诔,evt_00975,上年甲寅七月八日（阳历7月28日）南社社友雷铁崖母亲病殁，冬十一月（阳历12月下旬至本年1月上旬）应柳亚子约，撰《雷母陈夫人诔》，感于时势险恶，有云：“维时江流夜寒，林坰昼暝，风斯霰集，弢此婺采，天道茫昧，夫复奚言！”
丛选,著述,其他,1915,丛选; 薤露,evt_00980,与高燮书：“吹万先生台鉴：天心梦梦，世态若云，侧身尘沤，俛仰乖戾，人生靡乐，如何如何！先生植足清流，宅心醰粹，拯时救俗，汲汲以扶持国学为心，巨识宏议，诚钦诚佩。蒙赐《丛选》，敝处曾得展读初集一册，其余浮湛洪乔，不知楚弓谁得，心感而已。去岁一诵大著，情辞悱然，东坡童呜之吟，西河丧明之恸，知丈夫亦怜少子，惟真性乃有至文，尚祈为道惜躬，庶或与时释念。况复彭殇一致，即今兰亭修禊之辰，有兹著述千秋，亦古《薤露》作歌之志已。仆涂鸦迹劣，粪着佛头，恧赪何极！尊函前由《神州报》馆转交，已逾十日。近敝寓居美界垃圾桥北堍，赁市一廛，曰‘宙合斋’，借以绸缪古懽，晋接时俊，聊以遣日。知注附闻，专此奉覆。敬颂撰安。社小
