row,作品名,年份,event_id,状态,图片路径,图片URL,来源,查询词,匹配分数,命中作品名,命中作者,图片哈希,候选数量,候选1,候选2,候选3,错误信息
182,茶寿高会图,1940,evt_03735,已下载,C:\Users\wu\Desktop\待查作品图片\182_茶寿高会图.jpg,"https://img0.baidu.com/it/u=4022622892,2436186666&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=768",百度图片-故宫博物院,黄宾虹《茶寿高会图》,19,TRUE,TRUE,cc1d1440b873ed4b774f55cd27addc98174f4e0b04ae5a558788cee2a76e4032,5,"[19 作品名=False 查询作品名=True 作者=True] 西泠印社社藏名家大系 | 黄宾虹卷:冰上鸿飞(一) | ippr_z2C$qAzdH3FAzdH3Fojtk5_z&e3Bv54AzdH3Fppw6ptvsjAzdH3FrAzdH3Ffi5o?t1=dnal9ac80mdbadmlcbm90n | https://img0.baidu.com/it/u=1980568691,2546094386&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=761","[19 作品名=False 查询作品名=True 作者=True] 西泠印社社藏名家大系 | 黄宾虹卷:冰上鸿飞(一) | ippr_z2C$qAzdH3FAzdH3Fojtk5_z&e3Bv54AzdH3Fppw6ptvsjAzdH3FrAzdH3Ffi5o?t1=dnal9ac80mdbadmlcbm90n | https://img0.baidu.com/it/u=4022622892,2436186666&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=768","[19 作品名=False 查询作品名=True 作者=True] 西泠印社社藏名家大系 | 黄宾虹卷:冰上鸿飞(一) | ippr_z2C$qAzdH3FAzdH3Fojtk5_z&e3Bv54AzdH3Fppw6ptvsjAzdH3FrAzdH3Ffi5o?t1=dnal9ac80mdbadmlcbm90n | https://img1.baidu.com/it/u=1700189879,440458557&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=764",
186,林衡者诗意图,1940,evt_03772,已下载,C:\Users\wu\Desktop\待查作品图片\186_林衡者诗意图.jpg,"https://img0.baidu.com/it/u=378400418,3919839464&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=641",百度图片-故宫博物院,黄宾虹《林衡者诗意图》,19,TRUE,TRUE,a989fa6866056e0fcd3e56e0246c2b48a9df9648d8015826a525ff542bd35902,5,"[19 作品名=False 查询作品名=True 作者=True] 黄宾虹:古典主义的永恒传奇 🎨 | ippr_z2C$qAzdH3FAzdH3F4k1_z&e3Bkwt17_z&e3Bv54AzdH3Fgjofrw2jAzdH3F1wpwAzdH3F1pswg1tg2f7rj6?gt1=1p_9mlmm0manamd0mc00c0 | https://img0.baidu.com/it/u=4127081860,732487425&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=656","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹山水画:远看万物皆现,近观却如幻境 | ippr_z2C$qAzdH3FAzdH3F4k1_z&e3Bkwt17_z&e3Bv54AzdH3Fgjofrw2jAzdH3F1wpwAzdH3F1pswg1tg2f7rj6?gt1=1p_n9an0888dlbmcalaana | https://img0.baidu.com/it/u=378400418,3919839464&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=641","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹山水画:道家旨归的艺术之美 🖼️ | ippr_z2C$qAzdH3FAzdH3F4k1_z&e3Bkwt17_z&e3Bv54AzdH3Fgjofrw2jAzdH3F1wpwAzdH3F1pswg1tg2f7rj6?gt1=1p_nc880m90a09cc8accmb | https://img1.baidu.com/it/u=1352677274,2467500822&fm=253&fmt=auto&app=120&f=JPEG?w=800&h=1187",
190,郭味蕖画展今日第三日,1941,evt_03845,已下载,C:\Users\wu\Desktop\待查作品图片\190_郭味蕖画展今日第三日.jpg,"https://img0.baidu.com/it/u=2274389927,77893309&fm=253&fmt=auto&app=120&f=PNG?w=728&h=500",百度图片-雅昌艺术网,黄宾虹《郭味蕖画展今日第三日》,19,TRUE,TRUE,d4c0e010a16425778aeefcd0344bcf780e198c8d767cec652109d79386dac77d,5,"[19 作品名=False 查询作品名=True 作者=True] 黄宾虹山水华滋花鸟欢快,赏心悦目!#文人画 #黄 - 抖音 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3B157ytg_z&e3Bv54AzdH3Fg5pjAzdH3F0c8acacaldb00l9m89l | https://img0.baidu.com/it/u=4070943975,2256501838&fm=253&fmt=auto&app=138&f=JPEG?w=800&h=1067","[19 作品名=False 查询作品名=True 作者=True] 杭州看展必去:黄宾虹书画艺术展 | ippr_z2C$qAzdH3FAzdH3F4k1_z&e3Bkwt17_z&e3Bv54AzdH3Fgjofrw2jAzdH3F1wpwAzdH3F1pswg1tg2f7rj6?gt1=1p_990nm8nmcd0aa88ma8m | https://img1.baidu.com/it/u=3188633249,4259433593&fm=253&fmt=auto&app=120&f=JPEG?w=800&h=1054","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹两套册页2380万与630万,价格差四倍. | ippr_z2C$qAzdH3FAzdH3Fgjof_z&e3Bf5i7_z&e3Bv54AzdH3FwAzdH3Fl0ad8ldl9_8d8m0lb9d | https://img0.baidu.com/it/u=2274389927,77893309&fm=253&fmt=auto&app=120&f=PNG?w=728&h=500",
194,南山瑞霭图,1942,evt_03922,已下载,C:\Users\wu\Desktop\待查作品图片\194_南山瑞霭图.jpg,"https://img0.baidu.com/it/u=2510806187,3449189466&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=1033",百度图片-北京翰海,黄宾虹 南山瑞霭图,19,TRUE,TRUE,d178a70c64867a917a8b7736c5cfa377763f67390f8d248caa8ae9d14d5a2c8e,5,"[19 作品名=False 查询作品名=True 作者=True] 黄宾虹(1865～1955) 山色烟霭图 | ippr_z2C$qAzdH3FAzdH3Fwrr_z&e3Bxsyfw7v_z&e3Bv54AzdH3Fw7vpt5gAzdH3F1jpwtsAzdH3Ft1AzdH3Flmb09AzdH3F561j6AzdH3Fjews_r6tvjAzdH3Ff56pAzdH3F1jfv_z&e3Bip4s | https://img2.baidu.com/it/u=1475606927,120919617&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=1049","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹 山水 纸本立轴 画芯尺寸:138*35cm(9595 - 抖音 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3B157ytg_z&e3Bv54AzdH3Fg5pjAzdH3F09blda098ndc99l89cc | https://img1.baidu.com/it/u=880967168,3686805236&fm=253&fmt=auto&app=138&f=JPEG?w=800&h=1067","[19 作品名=False 查询作品名=True 作者=True] 自然是活勉强即死黄宾虹先生逝世70周年 | ippr_z2C$qAzdH3FAzdH3Fv7s_z&e3Bf5i7_z&e3Bv54AzdH3FwAzdH3Fbmnncbcdd_8dad08bad | https://img0.baidu.com/it/u=1909866108,3106261465&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=697",
198,眉寿图,1943,evt_04005,已下载,C:\Users\wu\Desktop\待查作品图片\198_眉寿图.jpg,"https://img0.baidu.com/it/u=1998781415,3854720736&fm=253&fmt=auto&app=138&f=JPEG?w=800&h=1067",百度图片-人民网书画,《眉寿图》 黄宾虹,19,TRUE,TRUE,9e350503bc7f9b0cddba4c781c47050fc7333ba9c1275444c5290ede1ffce005,5,"[19 作品名=False 查询作品名=True 作者=True] 《黄宾虹》100x68cm(现有作品) - 抖音 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3B157ytg_z&e3Bv54AzdH3Fg5pjAzdH3F0calal0clb8ld0mmdn9 | https://img1.baidu.com/it/u=3585848833,3082457150&fm=253&fmt=auto&app=138&f=JPEG?w=800&h=1156","[19 作品名=False 查询作品名=True 作者=True] 西泠印社社藏名家大系 | 黄宾虹卷:冰上鸿飞(一) | ippr_z2C$qAzdH3FAzdH3Fojtk5_z&e3Bv54AzdH3Fppw6ptvsjAzdH3FrAzdH3Ffi5o?t1=dnal9ac80mdbadmlcbm90n | https://img0.baidu.com/it/u=1980568691,2546094386&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=761","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹:古典主义的永恒传奇 🎨 | ippr_z2C$qAzdH3FAzdH3F4k1_z&e3Bkwt17_z&e3Bv54AzdH3Fgjofrw2jAzdH3F1wpwAzdH3F1pswg1tg2f7rj6?gt1=1p_9mlmm0manamd0mc00c0 | https://img0.baidu.com/it/u=4127081860,732487425&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=656",
202,闲闲山庄图,1944,evt_04054,已下载,C:\Users\wu\Desktop\待查作品图片\202_闲闲山庄图.jpg,"https://img2.baidu.com/it/u=3071327344,3767100614&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=706",百度图片-北京翰海,黄宾虹 闲闲山庄图,19,TRUE,TRUE,092a62833a9ac8fb23d75d41cb56fce45572be9e26efebd97e5394948f368b4a,5,"[19 作品名=False 查询作品名=True 作者=True] 黄宾虹的山水画,干笔淡墨,疏淡清逸,空灵古雄 | ippr_z2C$qAzdH3FAzdH3Fv7s_z&e3Bf5i7_z&e3Bv54AzdH3FwAzdH3Flda00nbm0_8d88d90nn | https://img2.baidu.com/it/u=3071327344,3767100614&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=706","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹(1865年-1955年),现代杰出国画大师. | ippr_z2C$qAzdH3FAzdH3Fkwt3twiw5_z&e3Bkwt17_z&e3Bv54AzdH3Ff?t1=8bcal8bbdmdm99nanaa&ou6=frt1j6&u56=rv | https://img0.baidu.com/it/u=3935580234,2072996142&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=1016","[19 作品名=False 查询作品名=True 作者=True] 赏画 | 黄宾虹《山居图》 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3Bf5i7_z&e3Bv54AzdH3FwAzdH3Fbbc8b00lm_8d888ln0l | https://img2.baidu.com/it/u=3221502590,2772824255&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=926",
206,风雨楼图,1944,evt_04091,已下载,C:\Users\wu\Desktop\待查作品图片\206_风雨楼图.jpg,"https://img0.baidu.com/it/u=971051414,1113463810&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=1138",百度图片-文汇报,《风雨楼图》 黄宾虹,19,TRUE,TRUE,b2374dc1fe329ac336a4a1235152b2b2a6fdd09e232972dbbed5e2cde62b837f,5,"[19 作品名=False 查询作品名=True 作者=True] 黄宾虹,画品之高,根于人品 | ippr_z2C$qAzdH3FAzdH3Fv7s_z&e3Bf5i7_z&e3Bv54AzdH3FwAzdH3Fbnl0c99b9_8d88d90ab | https://img0.baidu.com/it/u=971051414,1113463810&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=1138","[19 作品名=False 查询作品名=True 作者=True] 西泠印社社藏名家大系 | 黄宾虹卷:冰上鸿飞(一) | ippr_z2C$qAzdH3FAzdH3Fojtk5_z&e3Bv54AzdH3Fppw6ptvsjAzdH3FrAzdH3Ffi5o?t1=dnal9ac80mdbadmlcbm90n | https://img0.baidu.com/it/u=4022622892,2436186666&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=768","[19 作品名=False 查询作品名=True 作者=True] 赏画黄宾虹仙乡缥缈接蓬莱 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3B8mn_z&e3Bv54AzdH3F1yAzdH3Fw6ptvsjAzdH3FJMbSSEFNac89BaNb_z&e3Bip4s | https://img2.baidu.com/it/u=2919856794,915246798&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=1477",
210,读书楼图,1946,evt_04175,候选下载失败,,"https://img0.baidu.com/it/u=1980568691,2546094386&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=761",百度图片-艺术中国,黄宾虹《读书楼图》,19,TRUE,TRUE,,5,"[19 作品名=False 查询作品名=True 作者=True] 西泠印社社藏名家大系 | 黄宾虹卷:冰上鸿飞(一) | ippr_z2C$qAzdH3FAzdH3Fojtk5_z&e3Bv54AzdH3Fppw6ptvsjAzdH3FrAzdH3Ffi5o?t1=dnal9ac80mdbadmlcbm90n | https://img0.baidu.com/it/u=1980568691,2546094386&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=761","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹:不读万卷书,不行万里路,难以言境界 | ippr_z2C$qAzdH3FAzdH3Fkwt3twiw5_z&e3Bkwt17_z&e3Bv54AzdH3Ff?t1=8b8dc9m9b8c8cb9dmda&ou6=frt1j6&u56=rv | https://img0.baidu.com/it/u=1831333619,2555677971&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=1095","[19 作品名=False 查询作品名=True 作者=True] 西泠印社社藏名家大系 | 黄宾虹卷:冰上鸿飞(一) | ippr_z2C$qAzdH3FAzdH3Fojtk5_z&e3Bv54AzdH3Fppw6ptvsjAzdH3FrAzdH3Ffi5o?t1=dnal9ac80mdbadmlcbm90n | https://img0.baidu.com/it/u=4022622892,2436186666&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=768",百度图片-艺术中国 分数=19: 图片内容与已下载作品重复，已跳过；百度图片-艺术中国 分数=19: 图片内容与已下载作品重复，已跳过；百度图片-艺术中国 分数=19: 图片内容与已下载作品重复，已跳过；百度图片-艺术中国 分数=19: 图片内容与已下载作品重复，已跳过；百度图片-艺术中国 分数=19: 图片内容与已下载作品重复，已跳过
214,挹翠阁图,1946,evt_04232,已下载,C:\Users\wu\Desktop\待查作品图片\214_挹翠阁图.jpg,"https://img2.baidu.com/it/u=2366761848,3389297365&fm=253&fmt=auto&app=138&f=JPEG?w=204&h=499",百度图片-上海博物馆,黄宾虹《挹翠阁图》,22,TRUE,TRUE,67ebe967a0ad6f4131df0b45d878fee817886c20bbfaedb0dd7a0a446a0e0b90,5,"[22 作品名=True 查询作品名=True 作者=True] 黄宾虹 挹翠阁图 设色纸本 立轴105×46cm | ippr_z2C$qAzdH3FAzdH3Fw6pf5wrt9_z&e3Bw6p65g_z&e3BgjpAzdH3Fwqsvstvh9ippr_z&e3Brir?q7j6yt1=8clddaba8a_z&e3B0d8d&5uufjp=8b&rhv51j=m0n9bd&f576vj=gjof_vg&tg1jx=gjof&76s=ippr_z2C$qAzdH3FAzdH3Fw7vpt5g_z&e3Bw6p65g_z&e3BgjpAzdH3Fda8988acAzdH3Fgm0n9bd_z&e3Bip4s | https://img2.baidu.com/it/u=2366761848,3389297365&fm=253&fmt=auto&app=138&f=JPEG?w=204&h=499","[19 作品名=False 查询作品名=True 作者=True] 一屋灯起,万山通明.#国画艺术 #黄宾虹山水 #浙江博物馆 - 抖音 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3B157ytg_z&e3Bv54AzdH3Fg5pjAzdH3F0caa0b0a0la090dldca | https://img2.baidu.com/it/u=3394385038,4169568072&fm=253&fmt=auto&app=138&f=JPEG?w=800&h=1067","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹 挹翠阁落成志庆图丨中国嘉德拍卖名家字画 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3Bf5i7_z&e3Bv54AzdH3FwAzdH3F0caln8mc8_8d8d99nb8 | https://img0.baidu.com/it/u=2951168841,4294647912&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=1331",
218,黄山追忆图,1948,evt_04373,已下载,C:\Users\wu\Desktop\待查作品图片\218_黄山追忆图.jpg,"https://img1.baidu.com/it/u=2224227004,858504632&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=966",百度图片-西泠印社拍卖,黄宾虹 黄山追忆图 画,19,TRUE,TRUE,ccf65dd94fb018233f30f0dbf40b93e52d116c1023ae4f287953e7ca166feca6,5,"[19 作品名=False 查询作品名=True 作者=True] 画家黄宾虹笔下的黄山美景 | ippr_z2C$qAzdH3FAzdH3Fv3_z&e3Bftgw_z&e3Bv54_z&e3BvgAzdH3Fw6ptvsjfAzdH3FetjoAzdH3Fma0ncdcllaAzdH3Fr8mwadwmjmad0a8utnl | https://img1.baidu.com/it/u=2224227004,858504632&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=966","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹的黄山精神之旅:从夜山静谧到永恒艺术 | ippr_z2C$qAzdH3FAzdH3Fkwt3twiw5_z&e3Bkwt17_z&e3Bv54AzdH3Ff?t1=8bnlncmn0nd9b88c08l&ou6=frt1j6&u56=rv | https://img0.baidu.com/it/u=489813142,1409570431&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=1472","[19 作品名=False 查询作品名=True 作者=True] 画家黄宾虹笔下的黄山美景 | ippr_z2C$qAzdH3FAzdH3Fv3_z&e3Bftgw_z&e3Bv54_z&e3BvgAzdH3Fw6ptvsjfAzdH3FetjoAzdH3Fma0ncdcllaAzdH3Fr8mwadwmjmad0a8utnl | https://img2.baidu.com/it/u=12085985,44695823&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=952",
222,送米图卷,1948,evt_04407,已下载,C:\Users\wu\Desktop\待查作品图片\222_送米图卷.jpg,"https://img2.baidu.com/it/u=3916266663,753758302&fm=253&fmt=auto&app=138&f=JPEG?w=800&h=2230",百度图片-澎湃艺术,黄宾虹《送米图卷》,19,TRUE,TRUE,bfbe8b9019684b3047123f64b853bad7248fcb412bc81b49bfd94ee05f42085a,5,"[19 作品名=False 查询作品名=True 作者=True] 黄宾虹画作精选:13幅名画欣赏 | ippr_z2C$qAzdH3FAzdH3F4k1_z&e3Bkwt17_z&e3Bv54AzdH3Fgjofrw2jAzdH3F1wpwAzdH3F1pswg1tg2f7rj6?gt1=1p_nlca9db0dml0bddclnb | https://img2.baidu.com/it/u=3820920448,4207814388&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=653","[19 作品名=False 查询作品名=True 作者=True] 西泠印社社藏名家大系 | 黄宾虹卷:冰上鸿飞(一) | ippr_z2C$qAzdH3FAzdH3Fojtk5_z&e3Bv54AzdH3Fppw6ptvsjAzdH3FrAzdH3Ffi5o?t1=dnal9ac80mdbadmlcbm90n | https://img0.baidu.com/it/u=1980568691,2546094386&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=761","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹是一位著名的中国画家,他的作品深受人们的喜爱 - 抖音 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3B157ytg_z&e3Bv54AzdH3Fg5pjAzdH3F0nmnl09999bad9880l8 | https://img2.baidu.com/it/u=3916266663,753758302&fm=253&fmt=auto&app=138&f=JPEG?w=800&h=2230",
226,水仙梅花图,1948,evt_04437,已下载,C:\Users\wu\Desktop\待查作品图片\226_水仙梅花图.jpg,"https://img1.baidu.com/it/u=868940177,2647698774&fm=253&fmt=auto&app=138&f=JPEG?w=465&h=1327",百度图片-朵云轩,黄宾虹 水仙梅花图 画,19,TRUE,TRUE,1523f34983092b60587671568e0d96d91c85c725c636af4c8fcd8b9cd23bad43,5,"[19 作品名=False 查询作品名=True 作者=True] 黄宾虹写梅,绚烂而有骨力 | ippr_z2C$qAzdH3FAzdH3Fgjof_z&e3Bf5i7_z&e3Bv54AzdH3FwAzdH3Fbml909c0b_8d88d90na | https://img1.baidu.com/it/u=1020414147,44363224&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=675","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹的花卉清雅芬芳 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3Bf5i7_z&e3Bv54AzdH3FwAzdH3F0lndcbn8c_8d88d908l | https://img1.baidu.com/it/u=868940177,2647698774&fm=253&fmt=auto&app=138&f=JPEG?w=465&h=1327","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹写梅,绚烂而有骨力 | ippr_z2C$qAzdH3FAzdH3Fgjof_z&e3Bf5i7_z&e3Bv54AzdH3FwAzdH3Fbbac08n0n_8d88d9088 | https://img0.baidu.com/it/u=2800632985,1252710604&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=1349",
230,梅竹双清图,1949,evt_04544,已下载,C:\Users\wu\Desktop\待查作品图片\230_梅竹双清图.jpg,"https://img2.baidu.com/it/u=1114732577,2587756413&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=653",百度图片-雅昌画廊,《梅竹双清图》 黄宾虹,19,TRUE,TRUE,e9f03f210232ee4a430a64d52af8d5aafdc5bb7267c806512103aee24fbf6062,5,"[19 作品名=False 查询作品名=True 作者=True] 黄宾虹:雨中竹子绘成烟花的浪漫大师 | ippr_z2C$qAzdH3FAzdH3F4k1_z&e3Bkwt17_z&e3Bv54AzdH3Fgjofrw2jAzdH3F1wpwAzdH3F1pswg1tg2f7rj6?gt1=1p_9c8cdl080008ml8andc | https://img2.baidu.com/it/u=1114732577,2587756413&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=653","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹梅竹杂卉中的笔墨世界 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3Bf5i7_z&e3Bv54AzdH3FwAzdH3Fbdl8998cm_8d88d9m9d | https://img1.baidu.com/it/u=2968553189,749284204&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=708","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹梅竹杂卉中的笔墨世界 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3Bfi7i7wmm_z&e3Bv54AzdH3Ffrwvj-9bmm-15-ks52-t1-m90da_z&e3Bip4s | https://img1.baidu.com/it/u=2501960300,1073991255&fm=253&fmt=auto&app=138&f=JPEG?w=580&h=500",
234,月轮楼校词图,1949,evt_04608,已下载,C:\Users\wu\Desktop\待查作品图片\234_月轮楼校词图.jpg,"https://img0.baidu.com/it/u=2984933974,3551071202&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=651",百度图片-上海博物馆,黄宾虹《月轮楼校词图》,14,TRUE,TRUE,c15f9b1564554026c0cf59fb834eafc9098cc0c88561b3dfea383b3491abec4e,4,"[14 作品名=False 查询作品名=True 作者=False] 《蝶恋花》词牌名下的经典之作 | ippr_z2C$qAzdH3FAzdH3F4k1_z&e3Bkwt17_z&e3Bv54AzdH3Fgjofrw2jAzdH3F1wpwAzdH3F1pswg1tg2f7rj6?gt1=1p_cn08a9nlanbada8llb9 | https://img0.baidu.com/it/u=2984933974,3551071202&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=651","[14 作品名=False 查询作品名=True 作者=False] 红藕香残玉簟秋,轻解罗裳,独上兰舟.云中谁寄锦 - 抖音 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3B157ytg_z&e3Bv54AzdH3Fg5pjAzdH3F09l0blm99dd0m8b099n | https://img1.baidu.com/it/u=2862263001,522031741&fm=253&fmt=auto&app=138&f=JPEG?w=800&h=1522","[14 作品名=False 查询作品名=True 作者=False] 二次元新鲜事 | ippr_z2C$qAzdH3FAzdH3Fojtk5_z&e3Bv54AzdH3F0cdbc0lnadAzdH3FO4nHcDDXU | https://img0.baidu.com/it/u=2347701258,1485393278&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=667",
238,晓望图,1950,evt_04646,已下载,C:\Users\wu\Desktop\待查作品图片\238_晓望图.jpg,"https://img2.baidu.com/it/u=3637373126,3741437549&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=3780",百度图片-荣宝斋,黄宾虹《晓望图》,19,TRUE,TRUE,40f509af3fb638a8196c2a7e1eb01e04c4816467d531059cd2d19d3846840fac,5,"[19 作品名=False 查询作品名=True 作者=True] 西泠印社社藏名家大系 | 黄宾虹卷:冰上鸿飞(一) | ippr_z2C$qAzdH3FAzdH3Fojtk5_z&e3Bv54AzdH3Fppw6ptvsjAzdH3FrAzdH3Ffi5o?t1=dnal9ac80mdbadmlcbm90n | https://img0.baidu.com/it/u=1980568691,2546094386&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=761","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹是一位著名的中国画家,他的作品深受人们的喜爱 - 抖音 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3B157ytg_z&e3Bv54AzdH3Fg5pjAzdH3F0nmnl09999bad9880l8 | https://img2.baidu.com/it/u=3916266663,753758302&fm=253&fmt=auto&app=138&f=JPEG?w=800&h=2230","[19 作品名=False 查询作品名=True 作者=True] 西泠印社社藏名家大系 | 黄宾虹卷:冰上鸿飞(一) | ippr_z2C$qAzdH3FAzdH3Fojtk5_z&e3Bv54AzdH3Fppw6ptvsjAzdH3FrAzdH3Ffi5o?t1=dnal9ac80mdbadmlcbm90n | https://img1.baidu.com/it/u=1700189879,440458557&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=764",
242,湖山爽气图,1951,evt_04772,已下载,C:\Users\wu\Desktop\待查作品图片\242_湖山爽气图.jpg,"https://img2.baidu.com/it/u=657510709,2256078112&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=1166",百度图片-人民网书画,黄宾虹 湖山爽气图,19,TRUE,TRUE,f9acfe3184b0d42a419d569a7e57a24ecac18f4ecbf02a463c48a1ae740f7155,5,"[19 作品名=False 查询作品名=True 作者=True] 黄宾虹 山水 纸本立轴 画芯尺寸:138*35cm(9595 - 抖音 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3B157ytg_z&e3Bv54AzdH3Fg5pjAzdH3F09blda098ndc99l89cc | https://img1.baidu.com/it/u=880967168,3686805236&fm=253&fmt=auto&app=138&f=JPEG?w=800&h=1067","[19 作品名=False 查询作品名=True 作者=True] 自然是活勉强即死黄宾虹先生逝世70周年 | ippr_z2C$qAzdH3FAzdH3Fv7s_z&e3Bf5i7_z&e3Bv54AzdH3FwAzdH3Fbmnncbcdd_8dad08bad | https://img0.baidu.com/it/u=1909866108,3106261465&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=697","[19 作品名=False 查询作品名=True 作者=True] 赏画 | 黄宾虹《平湖泛舟》 | ippr_z2C$qAzdH3FAzdH3Fooo_z&e3B8mn_z&e3Bv54AzdH3F1yAzdH3Fw6ptvsjAzdH3FJOPONLClac89BaNb_z&e3Bip4s | https://img2.baidu.com/it/u=657510709,2256078112&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=1166",
246,〈黄宾虹题跋选〉序,1952,evt_04840,已下载,C:\Users\wu\Desktop\待查作品图片\246_〈黄宾虹题跋选〉序.jpg,"https://img1.baidu.com/it/u=2628638138,1271477706&fm=253&fmt=auto&app=120&f=JPEG?w=800&h=1086",百度图片-台北故宫,黄宾虹《〈黄宾虹题跋选〉序》,19,TRUE,TRUE,291e01a62ca75911f90e1aec6a8411ef1b813b6b2a4bdc0420f0b6715a2ea2e7,5,"[19 作品名=False 查询作品名=True 作者=True] 荣宝斋珍藏绘画题跋·黄宾虹 | ippr_z2C$qAzdH3FAzdH3Fuwgqtjg5ejs_z&e3Bv54AzdH3Fhjyo561AzdH3F9dl9mba | https://img1.baidu.com/it/u=2628638138,1271477706&fm=253&fmt=auto&app=120&f=JPEG?w=800&h=1086","[19 作品名=False 查询作品名=True 作者=True] 黄宾虹 | ippr_z2C$qAzdH3FAzdH3Fv7s_z&e3Bf5i7_z&e3Bv54AzdH3FwAzdH3Flabcl9aab_8d88d908a | https://img0.baidu.com/it/u=2838136277,449318272&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=1393","[19 作品名=False 查询作品名=True 作者=True] 🎨黄宾虹画作鉴定:真迹还是仿品? | ippr_z2C$qAzdH3FAzdH3F4k1_z&e3Bkwt17_z&e3Bv54AzdH3Fgjofrw2jAzdH3F1wpwAzdH3F1pswg1tg2f7rj6?gt1=1p_c0aa0mmc8808nlmbl9d | https://img2.baidu.com/it/u=2802537509,3618694877&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=646",
